,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.01,1.0
libtorrent.csv,0.82,1.0,0.73,1.0,0.93,1.0
moviesandbox.csv,1.0,0.29,0.5,0.38,0.71,0.0
sigil.csv,0.77,0.36,0.92,0.38,0.81,1.0
xbg.csv,0.05,0.23,0.17,1.0,0.07,0.33
xtreemfs.csv,0.16,0.1,0.17,0.12,1.0,1.0
