,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,1.0,1.0
libtorrent.csv,0.55,0.99,0.67,0.15,0.85,0.03
moviesandbox.csv,0.98,0.97,0.81,0.25,0.98,0.0
sigil.csv,0.68,1.0,1.0,0.3,0.95,0.05
xbg.csv,0.33,0.96,0.9,1.0,0.89,0.09
xtreemfs.csv,0.88,0.62,0.69,0.2,0.99,0.04
