,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.02,1.0
libtorrent.csv,0.66,0.99,0.7,0.25,0.89,0.05
moviesandbox.csv,0.99,0.44,0.62,0.3,0.82,0.0
sigil.csv,0.72,0.53,0.96,0.33,0.88,0.1
xbg.csv,0.08,0.37,0.29,1.0,0.14,0.14
xtreemfs.csv,0.27,0.18,0.28,0.15,1.0,0.09
