,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.15,0.0,0.14,0.15,0.12,0.34,0.18,0.07,0.3,0.08,0.02,0.18,0.2,0.14,0.47,0.39
chaosrts.csv,0.71,0.52,0.98,0.55,0.58,0.57,0.66,0.49,0.72,0.69,0.98,0.92,0.94,0.38,0.05,0.98
dxengine.csv,0.22,0.11,0.0,0.3,0.2,0.2,0.07,0.12,0.04,0.21,0.18,0.1,0.1,0.08,0.11,0.35
e-bio-flow.csv,0.17,0.27,0.16,0.2,0.31,0.27,0.26,0.25,0.28,0.0,0.13,0.2,0.1,0.14,0.26,0.39
jbpm.csv,0.12,0.08,0.06,0.0,0.13,0.06,0.0,0.05,0.1,0.02,0.2,0.03,0.01,0.02,0.05,0.11
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jmoney.csv,0.02,0.13,0.1,0.1,0.17,0.16,0.2,0.16,0.2,0.31,0.03,0.3,0.2,0.11,0.42,0.4
jmonkeyengine.csv,0.12,0.27,0.24,0.15,0.21,0.09,0.24,0.31,0.0,0.31,0.23,0.17,0.17,0.33,0.26,0.16
joustsim.csv,0.02,0.1,0.18,0.15,0.17,0.12,0.1,0.15,0.16,0.15,0.13,0.0,0.14,0.06,0.0,0.08
jsidplay2.csv,0.68,0.62,0.63,0.0,0.74,0.95,0.9,0.59,0.82,0.63,0.38,0.85,0.56,0.52,0.84,0.63
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piccolo2d.csv,0.05,0.08,0.0,0.0,0.05,0.0,0.06,0.06,0.04,0.08,0.02,0.08,0.02,0.03,0.11,0.19
reaper3d.csv,0.12,0.32,0.02,0.15,0.23,0.16,0.07,0.2,0.0,0.08,0.0,0.15,0.0,0.24,0.11,0.03
sblim.csv,0.02,0.11,0.0,0.0,0.0,0.0,0.02,0.15,0.0,0.0,0.0,0.02,0.0,0.02,0.05,0.0
thedata.csv,0.07,0.11,0.06,0.25,0.12,0.21,0.36,0.13,0.04,0.15,0.07,0.07,0.04,0.11,0.21,0.0
tmva.csv,0.41,0.63,0.76,0.2,0.57,0.65,0.74,0.56,0.66,0.87,0.02,0.78,0.67,0.52,0.84,0.71
