,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,4.0,0.0,6.0,1.0,0.0,8.0,15.0,133.0,10.0,0.0,0.0,8.0,18.0,67.0,0.0,1.0
chaosrts.csv,9.0,5.0,11.0,0.0,38.0,9.0,37.0,19.0,0.0,5.0,0.0,29.0,16.0,3.0,0.0,9.0
dxengine.csv,1.0,78.0,0.0,4.0,4.0,5.0,3.0,133.0,0.0,4.0,5.0,4.0,4.0,67.0,0.0,65.0
e-bio-flow.csv,4.0,2.0,3.0,0.0,7.0,10.0,1.0,11.0,5.0,0.0,1.0,4.0,6.0,67.0,1.0,24.0
jbpm.csv,3.0,0.0,2.0,0.0,11.0,94.0,0.0,133.0,0.0,0.0,2.0,2.0,107.0,67.0,1.0,65.0
jchassis.csv,60.0,78.0,77.0,78.0,105.0,94.0,431.0,133.0,67.0,81.0,225.0,70.0,107.0,0.0,157.0,65.0
jmoney.csv,0.0,3.0,3.0,0.0,3.0,5.0,5.0,133.0,2.0,1.0,2.0,2.0,12.0,67.0,0.0,25.0
jmonkeyengine.csv,1.0,6.0,6.0,3.0,10.0,3.0,38.0,133.0,0.0,6.0,1.0,5.0,16.0,67.0,3.0,5.0
joustsim.csv,0.0,2.0,2.0,2.0,13.0,7.0,0.0,133.0,2.0,0.0,0.0,0.0,8.0,67.0,0.0,5.0
jsidplay2.csv,11.0,1.0,2.0,0.0,0.0,33.0,21.0,20.0,0.0,1.0,0.0,34.0,31.0,67.0,1.0,2.0
log4net.csv,60.0,78.0,77.0,78.0,105.0,94.0,1.0,0.0,67.0,81.0,225.0,70.0,107.0,67.0,157.0,65.0
piccolo2d.csv,2.0,3.0,77.0,0.0,3.0,0.0,5.0,133.0,0.0,0.0,0.0,5.0,107.0,67.0,0.0,12.0
reaper3d.csv,60.0,15.0,77.0,0.0,0.0,13.0,1.0,133.0,67.0,3.0,225.0,70.0,0.0,8.0,1.0,65.0
sblim.csv,60.0,78.0,77.0,0.0,0.0,94.0,4.0,133.0,0.0,0.0,225.0,1.0,107.0,67.0,0.0,65.0
thedata.csv,1.0,2.0,2.0,0.0,105.0,8.0,26.0,13.0,0.0,1.0,0.0,4.0,107.0,67.0,0.0,0.0
tmva.csv,6.0,0.0,7.0,0.0,37.0,21.0,49.0,15.0,0.0,1.0,0.0,27.0,22.0,67.0,1.0,3.0
