,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.31,0.16,0.47,0.43,0.22,0.15,0.19,0.0,0.21
flylegacy.csv,0.56,0.59,0.76,0.29,0.46,0.45,0.49,0.36,0.63
ftm.csv,0.44,0.26,0.61,0.29,0.29,0.37,0.58,0.32,0.66
jguard.csv,0.48,0.23,0.7,0.29,0.74,0.54,0.46,0.55,0.63
m-a-d-n-e-s-s.csv,0.2,0.0,0.27,0.17,0.03,0.0,0.68,0.07,0.65
mob-sen-plat.csv,0.52,0.88,0.82,0.24,0.72,0.5,0.51,0.51,0.6
raygina.csv,0.69,0.0,0.7,0.25,0.34,0.31,0.37,0.45,0.16
upp-mirror.csv,0.39,0.3,0.75,0.26,0.68,0.28,0.53,0.35,0.48
yarp.csv,0.35,0.11,0.4,0.07,0.0,0.23,0.41,0.59,0.03
