,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.82,0.79,0.79,0.81,0.05,0.83,0.52,0.74,0.85,0.64,0.92,0.82,0.77,0.88,0.89,0.67,0.89,0.78
autofac.csv,0.45,0.95,0.78,0.07,0.65,0.79,0.59,0.78,0.6,0.57,1.04,0.73,0.66,0.62,0.54,0.68,0.49,0.5
azureus.csv,0.85,0.52,0.82,0.78,0.87,0.89,0.65,0.78,0.92,0.48,0.8,0.09,0.75,1.01,0.71,0.72,0.57,0.86
dsworkbench.csv,0.69,0.7,0.0,0.94,0.85,0.71,0.75,0.7,0.75,0.72,0.91,0.73,0.66,0.6,0.63,0.83,0.73,0.78
forester-atv.csv,1.0,0.0,1.0,0.9,0.97,0.97,0.82,0.95,0.9,0.88,1.0,0.96,0.96,1.0,0.88,1.0,0.94,0.96
freelords.csv,1.06,0.74,0.7,0.49,0.76,0.01,0.93,0.84,0.45,0.65,0.83,0.82,0.58,0.75,0.6,0.77,0.76,0.65
gabel.csv,1.0,0.96,1.0,0.93,1.0,1.0,0.88,1.0,1.0,0.0,1.0,0.96,0.95,1.0,1.0,1.0,1.0,0.97
gephex.csv,0.57,0.7,0.76,0.84,0.63,0.64,0.55,0.7,1.0,0.56,0.92,0.48,0.71,0.73,0.65,0.05,0.73,0.8
google-collections.csv,0.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
javaprofiler.csv,0.76,0.63,0.68,0.71,0.59,0.59,0.52,0.73,0.92,0.59,0.71,0.64,0.55,0.56,0.65,0.7,0.51,0.0
jpaul.csv,0.74,0.69,0.66,0.59,0.88,0.9,0.0,0.77,0.9,0.38,1.02,0.46,0.78,0.72,0.73,0.93,0.81,0.85
mycila.csv,0.82,0.94,0.84,0.84,0.79,0.84,0.95,0.74,0.85,0.76,0.0,0.93,0.84,1.1,0.95,0.81,0.78,0.89
neodatis-odb.csv,0.94,0.65,0.76,0.71,0.85,0.91,0.8,0.05,0.77,0.91,1.0,0.82,0.85,0.74,0.89,0.85,0.64,0.68
octet.csv,1.24,0.69,0.8,0.86,0.77,0.98,1.0,0.69,0.85,0.52,1.01,0.68,0.84,0.14,0.89,0.77,0.88,0.85
personalaccess.csv,0.62,0.57,0.75,0.62,0.69,0.52,0.56,0.86,0.62,0.84,0.57,0.89,0.02,0.64,0.58,0.82,0.58,0.98
rcp-company-uibindings.csv,0.15,0.96,0.81,1.0,1.0,0.65,0.88,0.93,0.86,0.85,0.89,0.82,0.84,0.91,0.51,1.0,0.0,0.7
scenemonitor.csv,1.14,0.85,0.71,0.51,0.8,0.63,0.66,0.61,0.05,0.51,0.72,0.64,0.62,0.67,0.59,0.73,0.51,0.53
servicestack.csv,0.65,0.85,0.78,0.48,0.62,0.8,0.52,0.76,0.57,0.49,0.88,0.8,0.63,0.79,0.0,0.67,0.58,0.61
