,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.93,0.92,0.83,0.83,0.63,0.82,0.67,0.73,0.8,0.94,0.88,0.86,0.79,0.68,0.86,0.78,0.98,0.85
autofac.csv,0.43,0.33,0.37,0.52,0.53,0.6,0.42,0.45,0.53,0.47,0.53,0.41,0.4,0.41,0.62,0.4,0.38,0.51
azureus.csv,0.92,0.41,0.65,0.67,0.91,0.92,0.67,0.46,0.86,0.44,0.67,0.71,0.72,0.83,0.9,0.63,0.66,0.93
dsworkbench.csv,0.56,0.43,0.42,0.8,0.91,0.72,0.42,0.56,0.86,0.53,0.8,0.62,0.56,0.69,0.5,0.95,0.61,0.86
forester-atv.csv,0.0,0.54,0.0,0.75,0.67,0.5,0.75,0.8,0.75,0.88,0.0,0.75,0.83,0.0,0.5,0.0,0.93,0.67
freelords.csv,0.45,0.42,0.41,0.42,0.49,0.44,0.46,0.39,0.34,0.5,0.36,0.37,0.42,0.46,0.47,0.36,0.45,0.57
gabel.csv,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.88,0.0,0.5,0.83,0.0,0.0,0.0,0.0,0.5
gephex.csv,0.5,0.41,0.4,0.89,0.6,0.53,0.43,0.51,0.5,0.37,0.78,0.48,0.59,0.7,0.56,0.47,0.55,0.76
google-collections.csv,0.39,0.35,0.36,0.32,0.44,0.38,0.45,0.4,0.31,0.46,0.37,0.39,0.37,0.45,0.41,0.35,0.39,0.4
javaprofiler.csv,0.54,0.36,0.46,0.73,0.58,0.43,0.53,0.52,0.5,0.47,0.55,0.45,0.47,0.5,0.89,0.43,0.45,0.48
jpaul.csv,0.62,0.45,0.46,0.77,0.89,0.89,0.65,0.74,0.5,0.47,0.89,0.52,0.72,0.88,0.77,0.83,0.8,0.92
mycila.csv,0.83,0.94,0.92,0.64,0.94,0.92,0.83,0.96,0.72,0.93,0.9,0.95,0.97,0.78,0.83,0.94,0.9,0.91
neodatis-odb.csv,0.94,0.54,0.62,0.68,0.94,0.97,0.93,0.77,0.9,0.88,0.75,0.84,0.76,0.71,0.94,0.95,0.82,0.68
octet.csv,0.96,0.62,0.69,0.83,0.97,0.96,0.75,0.9,0.67,0.78,0.83,0.7,0.97,0.83,0.83,0.96,0.97,0.92
personalaccess.csv,0.35,0.34,0.38,0.41,0.96,0.46,0.42,0.49,0.39,0.44,0.52,0.38,0.39,0.56,0.38,0.94,0.46,0.5
rcp-company-uibindings.csv,0.37,0.33,0.37,0.33,0.44,0.35,0.43,0.39,0.32,0.41,0.33,0.38,0.37,0.42,0.42,0.35,0.4,0.38
scenemonitor.csv,0.53,0.34,0.42,0.46,0.47,0.48,0.39,0.51,0.53,0.42,0.48,0.39,0.41,0.53,0.53,0.44,0.4,0.54
servicestack.csv,0.5,0.39,0.46,0.47,0.58,0.71,0.57,0.55,0.5,0.51,0.41,0.41,0.51,0.71,0.71,0.52,0.49,0.57
