,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,98.5,96.5,197.5,196.5,195.5,192.0,93.5,581.0,294.0,197.5,20368.0,99.0,2389.5,99.0,484.5,94.5,187.0
encog-cs.csv,98.5,99.0,99.0,197.5,295.0,290.5,96.5,582.5,391.0,256.5,52193.0,99.0,2046.5,99.0,289.5,195.0,94.5
extprosys.csv,98.5,96.5,99.0,197.5,294.0,192.0,93.5,680.0,392.5,296.5,31389.0,93.5,2640.0,99.0,390.0,193.0,192.0
ibatisdb.csv,318.5,99.0,99.0,82.5,90.5,192.0,96.5,290.5,292.5,960.5,10373.5,88.5,678.0,175.0,422.5,96.5,94.5
intact.csv,3452.0,96.5,95.5,197.5,195.5,190.0,93.5,290.5,391.0,296.5,30262.0,98.5,1396.0,99.0,484.5,94.5,192.0
japano.csv,4214.5,99.0,99.0,197.5,295.0,194.0,96.5,387.0,490.0,296.5,52703.5,99.0,2686.5,99.0,388.0,193.0,279.5
lockss.csv,98.5,93.5,96.5,19.5,90.5,255.5,78.5,189.0,195.0,264.5,9070.0,93.5,355.5,99.0,194.0,96.5,94.5
ofbiz.csv,4057.0,93.5,198.0,196.5,195.5,282.5,93.5,190.0,391.0,456.5,39744.5,96.5,222.0,99.0,387.0,96.5,94.5
officefloor.csv,98.5,59.5,81.5,197.5,96.5,519.5,62.5,387.0,292.5,1005.0,15756.5,98.5,45.0,97.5,484.5,96.5,192.0
opennms.csv,2422.5,99.0,99.0,94.5,194.5,94.5,96.5,93.5,195.0,98.5,4056.0,99.0,986.5,99.0,95.5,94.5,76.5
papertoolkit.csv,3098.5,123.0,91.5,97.5,173.0,194.0,179.0,185.0,343.0,94.5,43682.0,98.5,269.0,99.0,267.0,193.0,94.5
rohxel.csv,98.5,79.5,198.0,79.5,92.5,286.5,96.5,287.5,89.5,476.0,12648.5,98.5,1155.5,97.5,190.0,96.5,0.0
sevenupdate.csv,98.5,99.0,198.0,197.5,196.0,290.5,96.5,680.0,490.0,197.5,53520.0,99.0,2095.5,99.0,584.0,195.0,192.0
web-cat.csv,98.5,99.0,99.0,197.5,294.0,192.0,96.5,576.5,490.0,296.5,35517.5,99.0,1131.0,99.0,386.0,195.0,94.5
xcf.csv,2895.5,99.0,293.0,98.5,195.5,290.5,93.5,386.0,391.0,612.5,36898.5,99.0,312.5,99.0,484.5,96.5,94.5
