,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.38,0.56,0.54,0.38,0.46,0.52,0.52,0.45,0.42,0.41,0.51,0.43,0.37,0.41,0.47,0.4,0.44
encog-cs.csv,0.35,0.45,0.54,0.4,0.39,0.34,0.4,0.55,0.47,0.82,0.48,0.36,0.44,0.47,0.51,0.5,0.38
extprosys.csv,0.48,0.43,0.63,0.41,0.38,0.49,0.7,0.5,0.38,0.39,0.47,0.62,0.37,0.41,0.47,0.47,0.61
ibatisdb.csv,0.86,0.59,0.76,0.83,0.53,0.68,0.86,0.71,0.64,0.51,0.8,0.95,0.69,0.96,0.62,0.86,0.86
intact.csv,0.43,0.45,0.61,0.42,0.39,0.55,0.75,0.42,0.52,0.39,0.4,0.7,0.4,0.37,0.49,0.46,0.6
japano.csv,0.39,0.46,0.55,0.37,0.41,0.39,0.38,0.53,0.37,0.45,0.48,0.46,0.36,0.42,0.52,0.44,0.45
lockss.csv,0.7,0.54,0.92,0.5,0.64,0.92,0.7,0.43,0.96,0.4,0.53,0.93,0.89,0.49,0.61,0.64,0.8
ofbiz.csv,0.36,0.46,0.49,0.51,0.6,0.42,0.44,0.42,0.54,0.84,0.45,0.52,0.67,0.46,0.54,0.57,0.37
officefloor.csv,0.45,0.64,0.71,0.45,0.81,0.8,0.0,0.37,0.56,0.7,0.5,0.43,0.5,0.69,0.44,0.7,0.39
opennms.csv,0.52,0.46,0.88,0.95,0.56,0.94,0.42,0.63,0.78,0.55,0.86,0.96,0.41,0.5,0.75,0.61,0.8
papertoolkit.csv,0.46,0.64,0.77,0.65,0.94,0.95,0.8,0.79,0.81,0.74,0.58,0.71,0.92,0.71,0.92,0.64,0.73
rohxel.csv,0.43,0.67,0.55,0.94,0.66,0.8,0.43,0.56,0.96,0.83,0.76,0.44,0.52,0.92,0.7,0.82,0.0
sevenupdate.csv,0.31,0.61,0.47,0.35,0.38,0.33,0.36,0.47,0.37,0.62,0.45,0.38,0.4,0.39,0.42,0.41,0.32
web-cat.csv,0.43,0.72,0.59,0.47,0.45,0.49,0.42,0.7,0.37,0.59,0.55,0.38,0.63,0.46,0.61,0.49,0.54
xcf.csv,0.4,0.45,0.48,0.36,0.47,0.55,0.44,0.4,0.38,0.5,0.44,0.36,0.9,0.46,0.42,0.43,0.32
