,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.4,0.89,0.6,0.0,0.94,0.16
libtorrent.csv,0.61,0.96,0.65,0.17,0.85,0.03
moviesandbox.csv,0.68,0.89,0.73,0.14,0.91,0.03
sigil.csv,0.69,0.96,0.83,0.22,0.92,0.04
xbg.csv,0.4,0.79,0.38,0.36,0.62,0.0
xtreemfs.csv,0.62,0.94,0.74,0.19,0.95,0.04
