,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.17,0.22,0.16,0.02,0.07,0.15
libtorrent.csv,0.74,0.17,0.76,0.45,0.87,1.0
moviesandbox.csv,0.46,0.22,0.46,0.69,0.38,0.54
sigil.csv,0.46,0.11,0.24,0.38,0.38,0.72
xbg.csv,0.09,0.33,0.22,0.25,0.13,0.08
xtreemfs.csv,0.74,0.17,0.49,0.38,0.23,0.69
