,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.11,0.82,1.0,0.63
google-caja.csv,0.15,1.0,0.77,0.57
itext.csv,0.17,0.7,0.58,0.99
plee-the-bear.csv,0.94,0.35,0.51,0.62
