,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.97,0.87,1.0,0.85
google-caja.csv,0.85,1.0,0.68,0.5
itext.csv,0.76,0.6,0.44,0.97
plee-the-bear.csv,0.91,0.23,0.37,0.71
