,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.06,0.77,1.0,0.5
google-caja.csv,0.08,1.0,0.89,0.65
itext.csv,0.1,0.84,0.87,1.0
plee-the-bear.csv,0.97,0.72,0.79,0.55
