,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.98,0.74,0.0,0.97
google-caja.csv,0.62,0.0,0.56,0.3
itext.csv,0.45,0.33,0.44,0.0
plee-the-bear.csv,0.0,0.26,0.67,0.67
