,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.98,0.75,0.0,0.98
google-caja.csv,0.64,0.0,0.64,0.58
itext.csv,0.51,0.52,0.72,0.03
plee-the-bear.csv,0.09,0.81,0.92,0.73
