,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.0,0.0,52.0,9.0,2.0,1.0,2.0,58.0,12.0,4.0,2.0
libtorrent.csv,0.0,0.0,27.0,0.0,0.0,0.0,5.0,14.0,8.0,6.0,2.0
mcmc-jags.csv,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0
natpad.csv,0.0,7.0,47.0,0.0,0.0,1.0,0.0,15.0,14.0,0.0,0.0
nebuladevice.csv,0.0,1.0,49.0,2.0,0.0,1.0,2.0,7.0,0.0,4.0,1.0
olap-navigator.csv,0.0,0.0,13.0,0.0,0.0,0.0,0.0,8.0,7.0,2.0,1.0
pidgin.csv,0.0,0.0,13.0,1.0,0.0,0.0,1.0,61.0,0.0,1.0,2.0
salasaga.csv,0.0,0.0,44.0,0.0,2.0,1.0,5.0,0.0,11.0,4.0,1.0
sepgsql.csv,1.0,3.0,0.0,0.0,3.0,2.0,86.0,184.0,85.0,0.0,0.0
xstore.csv,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0
xtreemfs.csv,0.0,1.0,9.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,4.0
