,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.36,0.57,0.5,0.52,0.57,0.38,0.35,0.98,0.52
exordium.csv,0.77,0.61,0.72,0.51,0.58,0.35,0.27,0.02,0.46
flexpay.csv,0.58,0.28,0.38,0.53,0.52,0.55,0.18,0.17,0.23
mptvseries.csv,0.37,0.75,0.5,0.36,0.24,0.06,0.18,0.0,0.09
openmsx.csv,0.33,0.57,0.48,0.48,0.48,0.59,0.39,0.16,0.35
qtractor.csv,0.78,0.63,0.66,0.75,0.56,0.33,0.27,0.06,0.46
synergyspace.csv,0.29,0.4,0.25,0.25,0.53,0.29,0.66,0.11,0.41
tango-cs.csv,0.63,0.47,0.52,0.29,0.52,0.21,0.37,0.85,0.51
toped.csv,0.51,0.66,0.83,0.56,0.37,0.5,0.46,0.46,0.49
