,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.74,0.73,0.69,0.04,0.78,0.93,0.86,0.94,0.81,0.83
flylegacy.csv,0.76,0.91,0.02,0.54,0.68,0.94,0.84,0.69,0.67,0.62
jguard.csv,0.75,0.48,0.73,0.76,0.67,0.0,0.71,0.7,0.62,0.78
m-a-d-n-e-s-s.csv,0.61,0.65,0.71,0.72,0.62,0.86,0.8,0.73,0.04,0.86
mob-sen-plat.csv,0.76,0.03,0.79,0.86,0.78,0.66,0.67,0.76,0.77,0.73
raygina.csv,0.08,0.97,0.62,0.58,0.76,0.91,0.97,0.61,0.67,0.93
st-filteredstatistics.csv,0.53,0.62,0.79,0.76,0.71,0.67,0.73,0.0,0.6,0.75
upp-mirror.csv,0.59,0.92,0.56,0.63,0.05,0.81,0.68,0.77,0.66,0.67
wishmaster.csv,0.92,0.85,0.71,0.77,0.78,0.81,0.07,0.86,0.92,0.92
yarp.csv,0.68,0.88,0.87,0.75,0.91,0.9,0.87,0.88,0.66,0.04
