,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.69,0.92,0.76,0.5,0.91,0.94,1.01
flylegacy.csv,0.72,0.55,0.49,0.68,0.76,0.85,0.83
jguard.csv,0.7,0.78,0.64,0.63,0.6,0.5,0.71
mob-sen-plat.csv,0.71,0.37,0.87,0.73,0.71,0.81,0.54
raygina.csv,0.41,1.0,0.72,0.7,0.83,0.77,0.87
upp-mirror.csv,0.76,0.97,0.79,0.51,0.48,0.61,0.82
wishmaster.csv,0.75,0.81,0.76,0.68,0.53,0.85,0.33
