,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.61,0.75,0.53,0.45,0.54,0.5,0.98,0.65,0.68,0.54,0.39,0.52,0.49,0.69,0.62,0.59,0.54,0.57
doomlegacy.csv,0.61,0.74,0.68,0.51,0.64,0.66,0.53,0.64,0.66,0.33,0.59,0.63,0.99,0.62,0.69,0.6,0.47,0.46
elmo.csv,0.04,1.0,0.0,0.05,0.01,0.0,0.04,0.09,0.0,0.0,0.04,0.0,0.0,0.07,0.0,0.02,0.13,0.27
geochat.csv,0.42,0.17,0.42,0.2,0.44,0.58,0.44,0.48,0.48,0.13,0.4,0.25,0.44,0.21,0.11,0.32,0.45,0.89
gpac.csv,0.53,0.44,0.35,0.47,0.57,0.38,0.5,1.0,0.47,0.59,0.47,0.6,0.34,0.43,0.63,0.46,0.35,0.43
illumination.csv,0.4,0.45,0.31,0.29,0.31,0.32,0.12,0.21,0.33,0.09,0.21,0.31,0.42,0.95,0.31,0.32,0.65,0.44
ktc.csv,0.98,0.24,0.51,0.37,0.54,0.46,0.28,0.24,0.26,0.33,0.38,0.46,0.48,0.28,0.27,0.41,0.66,0.36
neoengine.csv,0.64,0.05,0.97,0.67,0.61,0.52,0.36,0.41,0.34,0.58,0.59,0.59,0.61,0.64,0.63,0.63,0.61,0.49
nicepress.csv,0.48,0.24,0.54,0.11,0.54,1.0,0.21,0.34,0.42,0.0,0.45,0.4,0.3,0.28,0.31,0.32,0.33,0.16
omseek.csv,0.21,0.23,0.15,0.16,0.16,0.33,0.26,0.13,0.24,0.54,0.18,0.95,0.11,0.07,0.27,0.29,0.58,0.41
open-ms.csv,0.49,0.43,0.33,0.4,0.55,0.57,0.3,0.24,0.44,0.21,0.54,0.51,0.4,0.21,0.0,0.92,0.61,0.44
pi-qmc.csv,0.55,0.38,0.61,0.46,0.54,0.4,0.32,0.45,0.4,0.25,0.43,0.46,0.52,0.33,1.0,0.42,0.46,0.31
rosegarden.csv,0.53,0.43,0.5,0.49,0.96,0.4,0.37,0.56,0.42,0.4,0.36,0.6,0.62,0.28,0.31,0.46,0.46,0.16
smarttag.csv,0.62,0.24,0.2,0.44,0.52,0.51,0.23,0.24,0.37,0.94,0.42,0.57,0.35,0.28,0.21,0.52,0.19,0.16
sylpheed-claws.csv,0.61,0.6,0.63,0.65,0.53,0.58,0.53,0.58,0.98,0.57,0.46,0.47,0.51,0.63,0.7,0.57,0.55,0.4
tango-cs.csv,0.27,0.41,0.28,0.24,0.3,0.1,0.57,0.25,0.14,0.47,0.29,0.42,0.13,0.07,0.58,0.29,0.97,0.2
xemeiah.csv,0.62,0.62,0.59,0.48,0.62,0.63,0.42,0.51,0.49,0.24,0.99,0.56,0.53,0.28,0.55,0.59,0.57,0.44
zscreen.csv,0.59,0.56,0.41,0.97,0.47,0.57,0.6,0.36,0.61,0.45,0.53,0.49,0.47,0.32,0.11,0.59,0.61,0.58
