,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.54,0.22,0.51,0.52,0.43,0.46,0.99,0.68,0.66,0.37,0.44,0.19,0.59,0.42,0.54,0.34,0.49,0.35
doomlegacy.csv,0.55,0.22,0.59,0.58,0.47,0.56,0.57,0.67,0.64,0.31,0.56,0.26,0.99,0.38,0.59,0.35,0.45,0.33
elmo.csv,0.05,1.0,0.0,0.08,0.02,0.0,0.05,0.13,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.04,0.19,0.26
geochat.csv,0.45,0.14,0.46,0.25,0.35,0.51,0.5,0.5,0.49,0.4,0.41,0.14,0.54,0.14,0.17,0.27,0.51,0.91
gpac.csv,0.5,0.17,0.39,0.55,0.49,0.31,0.53,0.99,0.5,0.4,0.47,0.27,0.44,0.25,0.62,0.31,0.34,0.32
illumination.csv,0.45,0.25,0.32,0.34,0.33,0.33,0.18,0.26,0.38,0.1,0.25,0.17,0.51,0.97,0.34,0.24,0.57,0.33
ktc.csv,0.99,0.13,0.52,0.45,0.54,0.43,0.37,0.3,0.34,0.31,0.44,0.29,0.58,0.24,0.34,0.34,0.58,0.26
neoengine.csv,0.57,0.13,0.98,0.72,0.46,0.47,0.43,0.67,0.62,0.39,0.58,0.2,0.79,0.38,0.48,0.38,0.53,0.3
nicepress.csv,0.54,0.12,0.57,0.16,0.53,1.0,0.28,0.41,0.43,0.0,0.5,0.25,0.4,0.22,0.36,0.29,0.37,0.2
omseek.csv,0.25,0.06,0.2,0.23,0.19,0.41,0.29,0.17,0.26,0.36,0.22,0.97,0.16,0.08,0.37,0.27,0.51,0.31
open-ms.csv,0.44,0.13,0.34,0.46,0.46,0.49,0.34,0.31,0.43,0.41,0.53,0.17,0.49,0.15,0.0,0.95,0.53,0.29
pi-qmc.csv,0.53,0.09,0.55,0.53,0.46,0.41,0.41,0.47,0.46,0.3,0.48,0.24,0.62,0.22,1.0,0.29,0.43,0.28
rosegarden.csv,0.57,0.12,0.5,0.56,0.97,0.38,0.45,0.59,0.48,0.34,0.42,0.24,0.73,0.25,0.36,0.36,0.49,0.15
smarttag.csv,0.6,0.11,0.24,0.52,0.45,0.5,0.29,0.3,0.37,0.96,0.48,0.26,0.45,0.2,0.24,0.38,0.22,0.14
sylpheed-claws.csv,0.55,0.18,0.54,0.72,0.46,0.52,0.57,0.59,0.99,0.41,0.48,0.18,0.61,0.39,0.54,0.36,0.51,0.29
tango-cs.csv,0.36,0.09,0.32,0.33,0.31,0.11,0.62,0.32,0.16,0.39,0.33,0.18,0.2,0.08,0.51,0.26,0.98,0.17
xemeiah.csv,0.62,0.21,0.56,0.58,0.55,0.56,0.49,0.53,0.53,0.2,0.99,0.33,0.63,0.26,0.55,0.35,0.5,0.35
zscreen.csv,0.52,0.14,0.37,0.98,0.34,0.47,0.66,0.38,0.6,0.36,0.52,0.18,0.56,0.2,0.13,0.34,0.54,0.37
