,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.6,0.45,0.57,0.66,0.6,0.61,0.02,0.64,0.53,0.69,0.68,0.69,0.62,0.55,0.47,0.68,0.63,0.72
doomlegacy.csv,0.58,0.46,0.62,0.6,0.57,0.5,0.59,0.65,0.56,0.74,0.64,0.54,0.01,0.58,0.4,0.61,0.65,0.68
elmo.csv,0.97,0.0,1.0,0.96,0.99,1.0,0.97,0.93,1.0,1.0,0.97,1.0,1.0,0.94,1.0,0.98,0.89,0.78
geochat.csv,0.65,0.96,0.65,0.89,0.7,0.55,0.66,0.74,0.67,0.98,0.72,0.82,0.66,0.89,0.91,0.75,0.86,0.13
gpac.csv,0.61,0.65,0.71,0.62,0.53,0.82,0.74,0.02,0.63,0.67,0.69,0.53,0.72,0.77,0.43,0.66,0.77,0.69
illumination.csv,0.67,0.61,0.77,0.88,0.74,0.75,0.9,0.85,0.74,0.94,0.85,0.76,0.7,0.06,0.74,0.77,0.55,0.67
ktc.csv,0.03,0.81,0.56,0.71,0.53,0.64,0.77,0.81,0.78,0.74,0.68,0.61,0.65,0.79,0.77,0.66,0.59,0.77
neoengine.csv,0.58,0.99,0.04,0.47,0.57,0.81,0.71,0.88,0.91,0.69,0.71,0.68,0.72,0.68,0.71,0.58,0.64,0.74
nicepress.csv,0.58,0.82,0.53,0.91,0.53,0.0,0.83,0.73,0.74,1.01,0.62,0.66,0.75,0.8,0.73,0.74,0.73,0.87
omseek.csv,0.84,0.92,0.88,0.87,0.88,0.72,0.9,0.91,0.89,0.71,0.86,0.06,0.92,0.95,0.77,0.77,0.68,0.7
open-ms.csv,0.7,0.7,0.75,0.86,0.56,0.58,0.82,0.81,0.8,0.95,0.61,0.73,0.8,0.88,1.0,0.1,0.67,0.75
pi-qmc.csv,0.56,0.94,0.54,0.68,0.57,0.67,0.73,0.74,0.67,0.79,0.65,0.63,0.63,0.8,0.0,0.7,0.7,0.76
rosegarden.csv,0.54,0.71,0.58,0.76,0.05,0.7,0.7,0.56,0.65,0.69,0.7,0.59,0.6,0.78,0.73,0.63,0.61,0.89
smarttag.csv,0.48,0.82,0.84,0.64,0.59,0.57,0.82,0.81,0.8,0.07,0.65,0.56,0.73,0.82,0.83,0.58,0.87,0.9
sylpheed-claws.csv,0.56,0.56,0.64,0.61,0.57,0.54,0.72,0.66,0.02,0.61,0.66,0.71,0.65,0.57,0.46,0.6,0.77,0.72
tango-cs.csv,0.77,0.81,0.77,0.8,0.76,0.95,0.53,0.8,0.95,0.64,0.79,0.7,0.89,0.95,0.51,0.77,0.04,0.87
xemeiah.csv,0.46,0.5,0.52,0.58,0.46,0.49,0.65,0.67,0.59,0.85,0.01,0.53,0.6,0.78,0.52,0.61,0.7,0.66
zscreen.csv,0.67,0.77,0.74,0.04,0.73,0.63,0.72,0.84,0.66,0.87,0.76,0.71,0.66,0.83,0.92,0.65,0.61,0.72
