,rhex.csv,wgs-assembler.csv,etics.csv,pcgen.csv,aime.csv,lockss.csv,stuproa-cims.csv,personalaccess.csv,uclmda.csv,pydev.csv,elateportal.csv
aime.csv,0.52,0.5,0.26,0.32,0.7,0.47,0.43,0.49,0.0,0.54,0.02
elateportal.csv,0.57,0.32,0.36,0.45,0.45,0.36,0.57,0.28,0.0,0.46,0.96
etics.csv,0.29,0.25,0.78,0.43,0.47,0.0,0.13,0.26,0.01,0.2,0.06
lockss.csv,0.47,0.58,0.56,0.6,0.56,0.6,0.48,0.71,0.63,0.24,0.17
pcgen.csv,0.41,0.0,0.26,0.68,0.13,0.45,0.47,0.3,0.71,0.05,0.78
personalaccess.csv,0.29,0.35,0.43,0.76,0.54,0.72,0.36,0.77,0.43,0.58,0.11
pydev.csv,0.46,0.57,0.69,0.24,0.7,0.44,0.47,0.55,0.0,0.72,0.09
rhex.csv,0.88,0.52,0.0,0.45,0.24,0.54,0.21,0.49,0.76,0.53,0.08
stuproa-cims.csv,0.2,0.06,0.0,0.59,0.09,0.17,0.57,0.15,0.53,0.48,0.09
uclmda.csv,0.2,0.04,0.1,0.09,0.0,0.0,0.02,0.09,0.99,0.04,0.06
wgs-assembler.csv,0.6,0.65,0.63,0.69,0.7,0.46,0.58,0.69,0.55,0.56,0.13
