,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,2.0,9.0,1.0,1.0
jajuk.csv,0.0,0.0,0.0,1.0
vapor.csv,8.0,11.0,4.0,0.0
zorannt.csv,5.0,5.0,11.0,2.0
