,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.79,0.48,0.66,0.48
jajuk.csv,0.26,0.52,0.62,0.65
vapor.csv,0.77,0.8,0.59,0.95
zorannt.csv,0.54,0.39,0.75,0.66
