,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.94,0.83,0.76,0.69
jajuk.csv,0.81,0.87,0.72,0.85
vapor.csv,0.84,0.96,0.48,0.05
zorannt.csv,0.58,0.65,0.56,0.71
