,recall,precision,pf,pci_20,ifa,wins
botsnscouts.csv,0.7,0.69,0.33,0.4,0.0,13
fbmanager.csv,0.04,0.05,0.0,0.52,16.0,0
fido.csv,0.06,0.24,0.03,0.67,3.0,3
fityk.csv,0.58,0.67,0.39,0.47,2.0,10
fleet-simulator.csv,0.9,0.54,0.81,0.36,2.0,1
freenet.csv,0.82,0.5,0.75,0.45,3.0,2
geogebra.csv,0.41,0.68,0.19,0.54,0.0,15
google-caja.csv,0.95,0.67,0.84,0.33,0.0,5
hibernate.csv,0.54,0.74,0.31,0.49,0.0,14
itext.csv,0.83,0.69,0.55,0.36,1.0,9
k3b.csv,0.82,0.66,0.64,0.38,2.0,6
megameknet.csv,0.67,0.57,0.59,0.5,1.0,7
myfaces.csv,0.52,0.76,0.25,0.51,1.0,16
onotoa.csv,0.33,0.36,0.52,0.76,1.0,8
paintown.csv,0.85,0.64,0.87,0.45,2.0,4
powerfolder.csv,0.43,0.7,0.18,0.65,1.0,17
triplea.csv,0.57,0.66,0.32,0.47,1.0,12
xamj.csv,0.67,0.61,0.36,0.48,3.0,11
