,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.51,0.58,0.41,0.8,0.9,0.37,0.93,0.34,0.6,0.49,0.67,0.78,0.37,0.73,0.04,0.57,0.41,0.5,0.5
fbmanager.csv,1.0,0.91,0.39,0.96,0.93,0.71,1.0,1.0,0.75,1.0,0.81,1.0,1.0,0.73,0.91,1.0,1.0,0.6,1.0
fido.csv,1.0,0.91,1.0,0.94,0.88,1.0,0.72,1.0,0.98,1.0,0.84,0.13,1.0,1.0,0.85,0.81,0.99,0.93,0.71
fityk.csv,0.55,0.76,0.49,0.52,0.7,0.48,0.55,0.6,0.57,0.48,0.49,0.72,0.47,0.45,0.93,0.61,0.56,1.0,0.51
fleet-simulator.csv,0.79,0.91,0.79,0.86,0.86,1.0,0.79,0.64,1.0,0.83,0.87,0.89,0.63,0.88,0.02,0.73,0.76,1.0,0.67
freenet.csv,0.77,0.78,0.83,0.41,0.66,0.96,0.82,0.91,0.88,1.0,0.97,0.63,0.49,0.84,0.87,0.61,0.53,1.01,0.82
geogebra.csv,0.6,0.65,0.52,0.63,0.7,0.6,0.65,0.49,0.64,0.48,0.67,0.79,0.52,0.67,0.67,0.67,0.44,0.59,0.48
google-caja.csv,0.42,0.91,0.48,0.85,1.0,0.85,0.3,0.98,0.44,0.41,0.96,0.99,0.65,0.7,0.13,0.84,0.85,1.0,0.98
hibernate.csv,0.55,0.6,0.54,0.55,0.66,0.6,0.44,0.9,0.6,0.79,0.74,0.5,0.47,0.6,0.63,0.56,0.51,1.06,0.68
itext.csv,0.44,0.86,0.44,0.72,1.0,0.34,1.0,0.85,0.56,0.29,0.88,0.69,0.58,0.61,0.39,0.56,0.58,0.19,0.65
k3b.csv,0.45,0.69,0.78,0.75,0.89,0.46,0.75,0.83,0.44,0.36,0.63,0.89,0.63,0.64,0.67,0.68,0.85,0.14,0.91
megameknet.csv,0.72,0.68,0.75,0.51,0.73,0.61,0.93,0.71,0.78,0.71,0.74,0.82,0.43,0.63,0.84,0.61,0.69,0.17,0.48
myfaces.csv,0.5,0.56,0.57,0.55,0.6,0.65,0.72,0.38,0.64,0.68,0.72,0.61,0.49,0.55,0.3,0.56,0.46,0.52,0.57
onotoa.csv,0.98,0.7,0.87,0.74,0.6,0.88,0.88,1.01,0.91,0.98,1.26,0.74,0.79,0.89,0.69,0.8,0.91,1.14,0.92
paintown.csv,0.35,0.67,0.69,0.69,0.8,1.01,1.01,0.94,0.6,0.58,0.86,0.87,0.97,0.6,1.0,0.88,0.94,1.1,0.97
powerfolder.csv,0.59,0.85,0.57,0.74,0.65,0.74,0.87,0.59,0.53,0.86,0.09,0.68,0.74,0.67,0.64,0.62,0.69,0.86,0.72
triplea.csv,0.51,0.37,0.55,0.77,0.71,0.74,0.57,0.72,0.59,0.48,0.45,0.86,0.59,0.53,0.07,0.66,0.53,0.36,0.59
xamj.csv,0.55,0.76,0.55,0.87,0.77,0.67,0.79,0.37,0.5,0.69,0.33,0.52,0.77,0.58,0.57,0.62,0.54,0.67,0.4
