,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.59,0.55,0.71,0.53,0.38,0.71,0.27,0.74,0.55,0.65,0.64,0.59,0.71,0.36,0.97,0.64,0.7,0.56,0.67
fbmanager.csv,0.0,0.11,0.7,0.05,0.09,0.35,0.0,0.0,0.3,0.0,0.24,0.0,0.0,0.32,0.11,0.0,0.0,0.45,0.0
fido.csv,0.0,0.11,0.0,0.07,0.17,0.0,0.39,0.0,0.02,0.0,0.23,0.97,0.0,0.0,0.18,0.24,0.01,0.09,0.52
fityk.csv,0.58,0.57,0.69,0.67,0.55,0.6,0.68,0.69,0.51,0.6,0.84,0.5,0.71,0.71,0.09,0.5,0.58,0.0,0.6
fleet-simulator.csv,0.53,0.34,0.54,0.44,0.46,0.0,0.55,0.71,0.0,0.51,0.44,0.38,0.68,0.42,0.98,0.59,0.6,0.0,0.68
freenet.csv,0.48,0.56,0.49,0.74,0.51,0.17,0.52,0.34,0.43,0.0,0.13,0.75,0.68,0.49,0.45,0.59,0.73,0.0,0.52
geogebra.csv,0.46,0.43,0.61,0.62,0.36,0.48,0.4,0.57,0.41,0.73,0.44,0.29,0.54,0.39,0.38,0.41,0.66,0.46,0.62
google-caja.csv,0.71,0.35,0.72,0.46,0.0,0.46,0.83,0.09,0.7,0.68,0.17,0.05,0.67,0.63,0.89,0.48,0.46,0.0,0.09
hibernate.csv,0.52,0.53,0.52,0.53,0.6,0.48,0.63,0.37,0.53,0.25,0.64,0.7,0.62,0.54,0.42,0.56,0.61,0.0,0.64
itext.csv,0.65,0.44,0.78,0.6,0.0,0.77,0.0,0.48,0.6,0.79,0.41,0.69,0.71,0.65,0.67,0.69,0.72,0.84,0.68
k3b.csv,0.65,0.63,0.58,0.59,0.38,0.73,0.61,0.48,0.66,0.77,0.75,0.42,0.69,0.64,0.63,0.62,0.47,0.88,0.33
megameknet.csv,0.52,0.66,0.57,0.66,0.32,0.65,0.27,0.6,0.51,0.63,0.53,0.29,0.66,0.67,0.43,0.49,0.64,0.86,0.61
myfaces.csv,0.62,0.51,0.49,0.54,0.55,0.45,0.33,0.71,0.45,0.37,0.66,0.52,0.57,0.6,0.74,0.57,0.61,0.54,0.65
onotoa.csv,0.34,0.38,0.31,0.38,0.63,0.25,0.24,0.33,0.41,0.23,0.0,0.49,0.3,0.44,0.36,0.36,0.13,0.0,0.34
paintown.csv,0.73,0.6,0.65,0.6,0.52,0.0,0.0,0.27,0.55,0.55,0.45,0.43,0.13,0.66,0.0,0.4,0.24,0.0,0.13
powerfolder.csv,0.48,0.19,0.59,0.33,0.52,0.3,0.16,0.56,0.56,0.18,0.98,0.51,0.53,0.46,0.42,0.47,0.42,0.17,0.32
triplea.csv,0.59,0.69,0.58,0.56,0.54,0.34,0.68,0.6,0.64,0.6,0.75,0.28,0.5,0.58,0.94,0.48,0.58,0.69,0.58
xamj.csv,0.58,0.32,0.68,0.43,0.54,0.64,0.55,0.73,0.66,0.63,0.91,0.7,0.58,0.57,0.49,0.51,0.56,0.38,0.69
