,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,54.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0
fbmanager.csv,140.0,0.0,1.0,0.0,0.0,1.0,104.0,350.0,1.0,63.0,16.0,106.0,306.0,0.0,0.0,561.0,395.0,0.0,338.0
fido.csv,140.0,0.0,64.0,0.0,1.0,53.0,0.0,350.0,1.0,63.0,22.0,2.0,306.0,65.0,0.0,1.0,3.0,0.0,15.0
fityk.csv,4.0,0.0,0.0,3.0,0.0,1.0,2.0,22.0,1.0,0.0,38.0,7.0,2.0,0.0,0.0,3.0,15.0,0.0,5.0
fleet-simulator.csv,8.0,0.0,6.0,2.0,0.0,6.0,0.0,6.0,0.0,5.0,75.0,14.0,2.0,1.0,0.0,1.0,1.0,1.0,20.0
freenet.csv,3.0,0.0,1.0,1.0,0.0,5.0,4.0,32.0,0.0,10.0,89.0,16.0,2.0,0.0,5.0,3.0,6.0,0.0,0.0
geogebra.csv,2.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,32.0,17.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0
google-caja.csv,1.0,1.0,0.0,2.0,0.0,7.0,0.0,34.0,0.0,0.0,88.0,21.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0
hibernate.csv,1.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,1.0,0.0,66.0,10.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0
itext.csv,2.0,0.0,1.0,1.0,0.0,0.0,1.0,14.0,1.0,0.0,79.0,10.0,2.0,1.0,1.0,13.0,10.0,0.0,0.0
k3b.csv,2.0,2.0,3.0,1.0,0.0,2.0,1.0,38.0,1.0,0.0,48.0,14.0,3.0,0.0,4.0,29.0,11.0,0.0,0.0
megameknet.csv,8.0,1.0,1.0,0.0,0.0,5.0,1.0,30.0,0.0,4.0,56.0,32.0,1.0,0.0,1.0,3.0,4.0,0.0,4.0
myfaces.csv,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,66.0,24.0,3.0,0.0,0.0,2.0,5.0,0.0,8.0
onotoa.csv,3.0,1.0,1.0,1.0,0.0,3.0,0.0,37.0,0.0,10.0,125.0,13.0,4.0,0.0,0.0,6.0,2.0,0.0,0.0
paintown.csv,0.0,2.0,1.0,2.0,0.0,6.0,1.0,37.0,0.0,2.0,79.0,21.0,5.0,0.0,2.0,13.0,9.0,0.0,0.0
powerfolder.csv,2.0,2.0,0.0,1.0,0.0,2.0,0.0,44.0,0.0,0.0,3.0,37.0,5.0,0.0,1.0,2.0,0.0,0.0,6.0
triplea.csv,0.0,0.0,1.0,3.0,0.0,1.0,0.0,28.0,0.0,1.0,32.0,33.0,8.0,0.0,0.0,13.0,12.0,0.0,0.0
xamj.csv,5.0,0.0,0.0,3.0,0.0,8.0,1.0,5.0,0.0,4.0,15.0,18.0,4.0,0.0,0.0,6.0,3.0,0.0,1.0
