,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,1.0,1.0,0.95,1.0,1.0,0.01
lazarus-ccr.csv,0.04,0.82,0.74,0.59,0.75,0.66
lcfizvtop.csv,0.85,0.82,0.9,0.69,0.09,0.92
migen.csv,0.87,0.15,0.89,0.93,0.82,0.81
mvnforum.csv,0.92,0.84,0.11,0.88,1.0,0.76
plplot.csv,0.9,0.67,0.67,0.05,0.66,0.74
