,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.46,0.44,0.3,0.27,0.19,1.0
lazarus-ccr.csv,1.0,0.36,0.29,0.35,0.17,0.95
lcfizvtop.csv,0.36,0.47,0.29,0.41,1.0,0.89
migen.csv,0.33,1.0,0.4,0.18,0.33,0.92
mvnforum.csv,0.4,0.43,1.0,0.17,0.0,0.95
plplot.csv,0.47,0.49,0.33,1.0,0.31,0.94
