,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,1.0,0.22,0.31,0.23,0.19,0.17,0.0
bibedt.csv,0.55,0.58,0.9,0.64,0.49,0.49,0.2
fulguro.csv,0.13,0.05,0.38,0.19,0.0,0.31,0.9
glelite.csv,0.68,0.79,0.33,0.62,0.52,1.0,0.22
go.csv,0.69,0.99,0.3,0.59,0.28,0.67,0.21
libmesh.csv,0.0,0.14,0.38,0.41,0.85,0.25,0.17
moving-pictures.csv,0.6,0.48,0.44,0.98,0.53,0.78,0.21
