,recall,precision,pf,wins
bzbyte.csv,0.805,0.245,0.84,1
fbmanager.csv,0.395,0.26,0.12,10
fleet-simulator.csv,0.94,0.28500000000000003,0.8200000000000001,2
hannosset.csv,0.14500000000000002,0.305,0.15500000000000003,6
hydrate.csv,0.735,0.33,0.435,12
jgossipforum.csv,0.33999999999999997,0.36,0.22,11
jruby.csv,0.275,0.25,0.21500000000000002,4
madman.csv,0.38,0.44999999999999996,0.16999999999999998,14
mediaportal.csv,0.355,0.55,0.09,18
ninject.csv,0.32,0.315,0.33,5
officefloor.csv,0.405,0.475,0.225,15
ontopia.csv,0.66,0.44,0.48,13
poormans.csv,0.15500000000000003,0.605,0.11499999999999999,17
power-architect.csv,0.885,0.26,0.94,0
powerfolder.csv,0.395,0.33499999999999996,0.29000000000000004,7
stuproa-cims.csv,0.3,0.5,0.185,16
tart.csv,0.43,0.37,0.32,9
uface.csv,0.9,0.27,0.73,3
wxlua.csv,0.5349999999999999,0.365,0.425,8
