,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,98.5,2892.0,94.5,0.0,393.0,1470.0,96.5,3080.0,1046.5,645.5,99.0,2646.5,98.5,0.0,99.0,98.5,993.5,99.0,97.5,98.5
fbmanager.csv,98.5,1057.5,0.0,0.0,195.0,33.5,98.5,2827.0,376.0,367.0,88.5,2461.5,98.5,0.0,388.0,91.5,1081.0,97.5,80.5,98.5
fleet-simulator.csv,98.5,1008.0,194.0,34241.0,296.0,1556.5,98.5,4268.0,850.5,645.5,99.0,2819.0,98.5,1086.0,99.0,98.5,1447.0,99.0,97.5,98.5
hannosset.csv,95.5,257.5,94.5,921.5,243.0,1662.5,173.0,172.0,521.0,86.5,84.5,528.0,96.5,193.0,976.0,94.5,449.5,99.0,89.5,98.5
hydrate.csv,92.5,537.5,96.5,20074.0,392.5,772.0,98.5,3552.0,379.0,367.0,99.0,1995.0,98.5,593.0,484.5,94.5,133.0,99.0,97.5,98.5
jgossipforum.csv,92.5,464.0,96.5,10083.5,196.5,767.0,98.5,344.0,570.0,367.0,94.5,1849.5,98.5,296.0,290.5,88.5,97.5,95.5,71.5,79.5
jruby.csv,154.0,1464.5,94.5,4531.0,277.5,1468.0,97.5,711.0,3740.5,272.5,189.0,251.0,0.0,773.5,187.0,98.5,717.0,99.0,97.5,96.5
madman.csv,98.5,1017.0,96.5,17020.0,330.0,451.5,98.5,449.5,473.5,184.0,82.5,544.5,98.5,1691.0,226.5,98.5,811.5,95.5,97.5,98.5
mediaportal.csv,70.5,360.0,94.5,14001.0,95.5,942.5,91.5,393.0,177.0,184.0,87.5,759.5,98.5,774.0,190.0,91.5,304.0,99.0,97.5,98.5
ninject.csv,92.5,533.0,194.0,20893.0,777.0,1314.0,96.5,1636.0,477.5,356.5,99.0,757.0,193.0,2266.0,290.0,96.5,168.0,95.5,97.5,97.5
officefloor.csv,162.0,153.0,94.5,15415.5,193.0,708.0,98.5,1764.0,845.5,362.0,87.5,1588.5,95.5,395.0,381.0,94.5,228.5,97.5,86.5,98.5
ontopia.csv,95.5,2807.5,194.0,31038.5,97.5,2493.0,97.5,796.5,1125.0,362.0,97.5,2657.5,96.5,1861.5,194.0,96.5,88.5,93.5,91.5,98.5
poormans.csv,70.5,123.5,66.5,6597.5,93.0,660.0,79.5,79.5,187.0,234.5,177.0,252.5,98.5,592.5,190.0,55.5,87.0,97.5,97.5,78.5
power-architect.csv,98.5,2892.0,194.0,46674.0,394.0,1556.5,98.5,3468.5,568.0,552.0,99.0,2819.0,98.5,1765.0,99.0,98.5,596.0,99.0,97.5,98.5
powerfolder.csv,98.5,688.5,84.5,6032.5,296.0,848.5,98.5,3204.0,189.0,273.5,97.5,2085.5,98.5,389.0,388.0,80.5,992.0,97.5,54.5,95.5
stuproa-cims.csv,70.5,622.5,24.5,9080.5,188.0,581.0,91.5,1250.0,176.0,180.0,177.0,24.5,36.5,592.5,92.5,4.5,1177.5,97.5,97.5,98.5
tart.csv,98.5,87.5,194.0,28140.0,197.0,172.0,98.5,3071.5,939.0,362.0,85.5,2411.5,98.5,591.5,99.0,98.5,333.0,99.0,97.5,85.5
uface.csv,98.5,1944.0,194.0,53520.0,296.0,2040.0,98.5,4185.5,569.0,553.0,190.0,2673.0,98.5,692.0,99.0,91.5,903.0,97.5,97.5,98.5
wxlua.csv,98.5,1073.0,194.0,6836.0,80.0,1635.0,98.5,4005.5,188.0,183.0,99.0,2408.0,98.5,491.0,99.0,96.5,1177.5,99.0,89.5,98.5
