,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,1.0,0.56,0.8,0.69,0.53,0.67,0.79,0.91,0.54,0.62,0.63,0.78,0.6
bdbbasic.csv,0.89,0.97,0.85,0.83,0.39,0.72,0.81,0.72,0.69,0.64,0.54,1.0,0.73
foursquared.csv,1.0,1.0,1.0,0.26,1.0,1.0,0.95,0.92,0.64,0.89,0.79,0.97,1.0
impala.csv,0.63,0.78,0.8,0.82,0.81,0.86,0.86,0.48,0.74,0.93,0.84,0.77,0.77
jicarilla.csv,0.26,0.98,0.91,1.01,1.0,0.98,0.97,1.0,0.95,0.9,1.0,1.0,0.97
ng4j.csv,0.99,0.6,0.59,0.59,0.4,0.52,0.61,0.76,0.76,0.83,0.67,0.55,0.3
open-data-kit.csv,0.9,0.58,0.9,1.0,1.0,0.32,0.77,0.84,0.77,0.95,0.63,0.57,0.68
pentahoanalysistool.csv,0.89,0.62,0.34,0.45,0.53,0.62,0.79,0.74,0.67,0.92,0.88,0.92,0.71
tradelink.csv,0.99,0.62,0.79,0.58,0.42,0.65,0.72,0.87,0.56,0.91,0.4,0.77,0.72
turbotrader-bos.csv,1.04,0.6,0.57,0.48,0.45,0.84,0.77,0.77,0.38,0.83,0.61,0.83,0.63
ultimairis.csv,0.85,0.78,0.68,0.66,0.49,0.53,0.65,0.74,0.57,0.43,0.63,1.0,0.51
wikipediardware.csv,0.79,0.92,0.61,0.81,0.7,0.64,0.86,0.93,0.8,0.9,0.85,0.37,0.76
yafdotnet.csv,0.99,0.58,0.64,0.74,0.69,0.64,0.37,0.8,0.59,0.57,0.62,0.95,0.61
