,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.24,0.65,0.96,0.88,0.95,0.79,0.63,0.8,0.7,0.43,0.84,0.24,0.65
bdbbasic.csv,1.0,0.03,0.93,0.92,0.63,0.78,0.4,0.48,0.66,0.43,0.47,0.0,0.45
foursquared.csv,0.0,0.0,0.0,0.83,0.0,0.0,0.05,0.08,0.37,0.11,0.21,0.03,0.0
impala.csv,0.91,0.68,0.41,0.25,0.42,0.54,0.54,0.6,0.42,0.74,0.79,0.71,0.7
jicarilla.csv,0.91,0.02,0.11,0.0,0.0,0.04,0.03,0.0,0.08,0.17,0.0,0.0,0.05
ng4j.csv,0.06,0.56,0.89,0.96,0.63,0.61,0.77,0.68,0.93,0.79,0.79,0.58,0.8
open-data-kit.csv,0.52,0.48,0.96,1.0,1.0,0.74,0.89,0.32,0.87,0.94,0.74,0.63,0.85
pentahoanalysistool.csv,0.12,0.69,0.74,0.58,0.47,0.43,0.24,0.56,0.46,0.09,0.16,0.53,0.3
tradelink.csv,0.06,0.68,0.89,0.46,0.74,0.5,0.37,0.84,0.74,0.09,0.79,0.32,0.45
turbotrader-bos.csv,0.0,0.55,0.7,0.54,0.58,0.16,0.24,0.4,0.69,0.17,0.58,0.18,0.4
ultimairis.csv,0.39,0.91,0.93,0.88,0.63,0.72,0.55,0.52,0.73,0.62,0.63,1.0,0.65
wikipediardware.csv,0.52,0.98,0.85,0.92,0.95,0.8,0.93,0.88,0.89,0.74,0.68,0.76,0.8
yafdotnet.csv,0.03,0.52,0.41,0.83,0.32,0.58,0.72,0.4,0.73,0.51,0.42,0.05,0.45
