,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.33,0.99,0.7,0.47,0.17,0.16,0.53,0.42,0.79,0.56,0.72,0.44,0.15,0.43,0.07,0.95,0.82,0.69,0.33
boost.csv,0.19,0.54,0.68,0.32,0.24,0.04,0.5,0.99,0.66,0.42,0.75,0.36,0.13,0.45,0.11,0.89,0.74,0.67,0.25
codepurge.csv,0.39,0.58,0.75,0.38,0.29,0.17,0.82,0.53,0.72,0.61,0.67,0.44,1.0,0.58,0.07,0.94,0.78,0.45,0.27
elateportal.csv,0.0,0.47,0.72,0.36,0.4,0.22,0.67,0.3,0.7,0.41,0.67,0.33,0.17,0.48,0.04,1.0,0.82,0.56,0.23
etics.csv,1.0,0.55,0.76,0.35,0.16,0.29,0.71,0.47,0.8,0.35,1.0,0.39,0.28,0.59,0.05,0.0,0.0,0.38,0.35
factor.csv,0.25,0.53,0.79,0.52,0.0,0.33,0.66,0.49,0.83,0.5,0.88,0.17,0.18,0.67,0.0,1.0,0.74,1.0,0.35
gusanos.csv,0.36,0.59,0.74,0.39,0.21,0.3,0.62,0.39,1.0,0.48,0.68,0.41,0.19,0.43,0.04,0.89,0.92,0.56,0.31
kvs.csv,0.71,0.47,0.86,0.35,1.0,0.2,0.47,0.44,0.63,0.52,0.89,0.7,0.0,0.45,0.15,0.0,1.0,0.6,0.45
lcfizvtop.csv,0.38,0.52,0.65,0.31,0.29,1.0,0.63,0.28,0.75,0.38,0.8,0.35,0.25,0.68,0.0,0.89,0.68,0.82,0.3
mcore3d.csv,0.26,0.56,1.0,0.4,0.29,0.17,0.52,0.36,0.8,0.5,0.71,0.35,0.16,0.46,0.05,0.75,0.75,0.53,0.19
modellus.csv,0.41,0.47,0.82,0.41,0.39,0.25,0.99,0.41,0.79,0.38,0.87,0.38,0.24,0.53,0.04,1.0,0.68,0.25,0.3
modplug.csv,0.27,0.49,0.69,0.35,0.29,0.12,0.65,0.41,0.73,0.45,1.0,0.4,0.14,0.4,0.08,0.73,0.79,0.22,0.24
passwordsafe.csv,0.26,0.58,0.69,0.38,0.26,0.44,0.56,0.39,0.75,0.53,0.7,0.43,0.16,1.0,0.08,0.97,0.59,0.79,0.3
pixel-commandos.csv,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.55,0.62,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.77
projecteqemu.csv,0.62,0.77,0.74,0.32,0.62,0.2,0.82,0.58,0.82,1.0,1.0,0.57,0.09,0.64,0.12,1.0,0.76,0.89,0.65
pydev.csv,0.62,0.57,0.7,0.44,0.36,0.0,0.74,0.62,0.61,0.45,0.86,0.97,0.25,0.4,0.2,0.67,0.9,0.69,0.46
sandiaportals.csv,0.27,0.53,0.7,0.41,0.24,0.2,0.6,0.39,0.74,0.43,0.85,0.36,0.16,0.48,0.04,0.95,1.0,0.71,0.26
uwom.csv,0.28,0.72,0.71,0.43,0.24,0.23,0.54,0.4,0.86,0.63,0.86,0.41,0.29,0.65,0.12,0.64,1.0,0.81,0.99
xbplayer.csv,0.5,0.55,0.67,1.0,0.33,0.0,0.65,0.43,0.89,0.53,0.71,0.39,0.18,0.44,0.16,1.0,0.88,0.8,0.24
