,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.63,0.13,0.64,0.45,0.53,0.83,0.63
libtorrent.csv,0.7,0.43,0.63,0.64,0.92,0.28,0.73
mcmc-jags.csv,0.48,0.57,0.76,0.14,0.66,0.67,0.73
olap-navigator.csv,0.07,0.33,0.26,0.17,0.31,0.0,0.34
pidgin.csv,0.07,0.33,0.23,0.05,0.31,0.22,0.22
sepgsql.csv,0.04,0.4,0.31,0.07,0.23,0.0,0.2
xstore.csv,0.59,0.3,0.98,0.07,0.77,0.17,0.24
