,xharbour.csv,graphmak.csv,megasquirtavr.csv,pdfedit.csv,atomsite.csv,hazelcast.csv,betoffice.csv,bnetd.csv,twostep.csv,stajistics.csv
atomsite.csv,1.0,0.31,0.35,0.55,1.0,0.79,0.46,0.5,0.53,0.32
betoffice.csv,0.91,0.28,0.25,0.37,0.26,0.82,0.98,0.81,0.24,0.4
bnetd.csv,0.87,0.43,0.32,0.52,0.43,0.96,0.48,0.98,0.39,0.39
graphmak.csv,0.88,1.0,0.55,0.5,0.58,1.0,0.4,0.78,0.6,0.45
hazelcast.csv,0.85,0.37,0.27,0.52,0.34,1.0,0.49,0.56,0.41,0.35
megasquirtavr.csv,0.82,0.36,1.0,0.5,0.32,0.88,0.48,0.53,0.36,0.31
pdfedit.csv,0.9,0.25,0.29,1.0,0.31,0.89,0.67,0.6,0.67,0.3
stajistics.csv,0.65,0.52,0.28,0.46,0.4,0.93,0.56,0.78,0.5,1.0
twostep.csv,0.86,0.32,0.17,0.6,0.33,0.87,0.53,0.48,1.0,0.39
xharbour.csv,0.99,0.37,0.23,0.5,0.37,0.82,0.51,0.49,0.33,0.29
