,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.83,0.97,0.65,0.67
img-browse-sort.csv,0.58,0.58,0.55,0.77
pcsx2.csv,0.56,0.48,0.54,0.48
xstore.csv,0.51,0.48,0.46,0.45
