,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.26,0.19,0.99,0.43
img-browse-sort.csv,0.64,0.6,0.42,1.0
pcsx2.csv,0.47,0.98,0.44,0.68
xstore.csv,0.98,0.54,0.5,0.55
