,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.34,0.27,0.99,0.4
img-browse-sort.csv,0.65,0.67,0.43,1.0
pcsx2.csv,0.51,0.99,0.44,0.5
xstore.csv,0.99,0.6,0.47,0.4
