,avifile.csv,werx.csv,plog4u.csv,jgameai.csv,esmf.csv,mule.csv,jsecurity.csv,delphilhlplib.csv,piccolo2d.csv,libopenmetaverse.csv,gbif-indexingtoolkit.csv,mptvseries.csv,vars-redux.csv
avifile.csv,0.8,0.96,0.95,0.97,0.0,0.0,0.98,0.0,0.89,0.0,0.89,0.67,0.95
delphilhlplib.csv,0.45,0.39,0.49,0.69,0.51,0.47,0.56,0.42,0.42,0.49,0.43,0.41,0.39
esmf.csv,0.86,0.69,0.66,0.6,0.9,0.57,0.7,0.47,0.44,0.38,0.38,0.36,0.39
gbif-indexingtoolkit.csv,0.89,0.86,0.93,0.79,0.94,0.66,0.95,0.8,0.93,0.9,0.91,0.83,0.76
jgameai.csv,0.94,0.57,0.74,0.87,0.98,0.74,0.71,0.52,0.95,0.89,0.5,0.47,0.66
jsecurity.csv,0.54,0.94,0.61,0.79,0.62,0.59,0.82,0.4,0.67,0.61,0.59,0.72,0.91
libopenmetaverse.csv,0.39,0.41,0.49,0.63,0.52,0.5,0.54,0.54,0.43,0.54,0.47,0.41,0.46
mptvseries.csv,0.68,0.91,0.65,0.67,0.7,0.5,0.7,0.67,0.47,0.64,0.5,0.61,0.47
mule.csv,0.48,0.96,0.68,0.65,0.94,0.47,0.72,0.72,0.62,0.58,0.62,0.8,0.56
piccolo2d.csv,0.0,0.83,0.83,0.5,0.0,0.95,0.96,0.61,0.92,0.67,0.0,0.0,0.86
vars-redux.csv,0.83,0.89,0.83,0.67,0.86,0.5,0.71,0.56,0.62,0.78,0.75,0.67,0.53
werx.csv,0.36,0.36,0.42,0.48,0.42,0.39,0.48,0.38,0.36,0.35,0.37,0.35,0.37
