,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.47,0.41,0.56,0.67,0.46
google-gears.csv,0.42,0.52,0.42,0.41,0.47
httpcontentparser.csv,0.59,0.56,0.0,0.88,0.53
qse.csv,0.52,0.49,0.0,0.49,0.59
xmemcached.csv,0.61,0.83,0.64,0.45,0.53
