,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.31,0.14,0.67,1.0,0.89
google-gears.csv,0.28,0.18,0.29,0.44,0.85
httpcontentparser.csv,0.27,0.27,0.0,1.0,0.92
qse.csv,0.31,0.17,0.0,0.8,0.9
xmemcached.csv,0.65,0.06,0.19,0.4,0.76
