,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.91,0.85,0.63,0.09,0.41
google-gears.csv,0.83,0.75,1.0,0.97,0.73
httpcontentparser.csv,0.52,0.85,0.0,0.23,0.4
qse.csv,0.78,0.8,0.0,0.8,0.38
xmemcached.csv,0.65,0.3,0.42,0.89,0.86
