,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.96,0.79,0.73,0.91,1.0,0.0
lazarus-ccr.csv,0.0,0.44,0.39,0.32,0.67,0.32
lcfizvtop.csv,0.96,0.42,0.27,0.18,0.02,0.58
migen.csv,0.21,0.02,0.09,0.14,0.23,0.47
mvnforum.csv,0.0,0.19,0.02,0.07,0.02,0.11
plplot.csv,1.0,0.49,0.61,0.0,0.25,0.47
