,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.46,0.47,0.32,0.27,0.19,1.0
lazarus-ccr.csv,1.0,0.47,0.41,0.25,0.11,0.95
lcfizvtop.csv,0.44,0.38,0.2,0.23,0.91,0.88
migen.csv,0.57,0.97,0.33,0.47,0.15,0.87
mvnforum.csv,1.0,0.47,0.94,0.43,0.5,0.87
plplot.csv,0.46,0.49,0.31,1.0,0.33,0.9
