,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.36,0.34,0.38,0.55,0.39,0.41
lazarus-ccr.csv,0.58,0.58,0.52,0.96,0.61,0.5
lcfizvtop.csv,0.38,0.69,0.8,0.69,0.82,0.51
migen.csv,0.71,0.52,0.83,0.6,0.92,0.49
mvnforum.csv,0.0,0.93,0.72,0.86,0.5,0.93
plplot.csv,0.35,0.41,0.41,0.68,0.67,0.4
