,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.17,0.54,0.59,0.32,0.0,0.99
lazarus-ccr.csv,1.0,0.51,0.66,0.33,0.35,0.76
lcfizvtop.csv,0.17,0.35,0.2,0.17,0.92,0.54
migen.csv,0.37,0.95,0.13,0.38,0.21,0.45
mvnforum.csv,0.05,0.25,0.95,0.17,0.11,0.11
plplot.csv,0.0,0.57,0.59,0.92,0.58,0.55
