,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,ingex.csv,power-architect.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.45,0.43,0.63,0.39,0.51,0.56,0.53,0.57,0.38,0.49,0.1,0.55,0.61,0.4,0.72,0.17,0.19
apertium.csv,0.55,0.25,0.29,0.3,0.43,0.48,0.46,0.06,0.46,0.71,0.82,0.07,0.12,0.54,0.28,0.0,0.54
beast-mcmc.csv,0.69,0.59,0.54,0.7,0.6,0.58,0.6,0.51,0.67,0.36,0.48,0.5,0.61,0.41,0.62,0.58,0.54
cuberok.csv,0.54,0.34,0.56,0.41,0.47,0.57,0.45,0.71,0.63,0.45,0.51,0.42,0.43,0.46,0.47,0.24,0.51
icescrum.csv,0.66,0.65,0.41,0.42,0.46,0.32,0.57,0.53,0.57,0.59,0.54,0.07,0.65,0.49,0.45,0.27,0.75
ingex.csv,0.57,0.53,0.54,0.44,0.65,0.51,0.58,0.54,0.5,0.13,0.44,0.42,0.58,0.38,0.6,0.53,0.68
jbasic.csv,0.61,0.59,0.43,0.53,0.64,0.54,0.57,0.21,0.58,0.76,0.27,0.46,0.61,0.0,0.54,0.41,0.57
jgnash.csv,0.47,0.55,0.31,0.7,0.59,0.35,0.5,0.5,0.6,0.28,0.32,0.53,0.59,0.18,0.52,0.21,0.32
jrefactory.csv,0.42,0.44,0.73,0.39,0.39,0.17,0.37,0.51,0.37,0.38,0.45,0.57,0.5,0.28,0.51,0.51,0.5
jsecurity.csv,0.25,0.61,0.36,0.66,0.23,0.55,0.38,0.35,0.47,0.23,0.31,0.23,0.2,0.28,0.28,0.21,0.25
libopenmetaverse.csv,0.0,0.05,0.13,0.0,0.3,0.62,0.0,0.4,0.05,0.0,0.66,0.51,0.35,0.0,0.58,0.31,0.13
mobicents.csv,0.72,0.64,0.42,0.48,0.6,0.13,0.68,0.43,0.61,0.66,0.54,0.52,0.24,0.54,0.46,0.3,0.62
opendvr.csv,0.67,0.65,0.4,0.57,0.6,0.0,0.63,0.4,0.65,0.61,0.44,0.42,0.6,0.27,0.44,0.53,0.6
openefm.csv,0.54,0.68,0.5,0.35,0.13,0.17,0.55,0.45,0.56,0.23,0.62,0.29,0.38,0.16,0.31,0.31,0.68
power-architect.csv,0.44,0.5,0.29,0.68,0.69,0.13,0.39,0.42,0.42,0.35,0.53,0.41,0.33,0.75,0.28,0.17,0.13
sidekar.csv,0.0,0.56,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yarp0.csv,0.46,0.57,0.5,0.58,0.58,0.56,0.56,0.49,0.41,0.24,0.81,0.7,0.6,0.42,0.54,0.31,0.5
