,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.79,0.98,1.0,0.84,0.81,0.67,0.74,0.67,0.7,0.71,0.76,0.93,0.89,0.67,0.75,0.73,0.77,1.0,0.8
boost-sandbox.csv,0.64,0.34,1.0,0.76,0.61,0.33,0.47,1.0,0.78,0.71,0.33,0.33,0.88,0.89,0.89,0.38,0.65,0.75,0.67
dspace-gsoc.csv,0.29,0.41,0.0,0.24,0.34,0.23,0.41,0.49,0.14,0.71,0.29,0.33,0.62,0.44,0.94,0.98,0.12,0.5,0.24
enlightenment.csv,0.43,0.41,0.67,0.72,0.63,0.28,0.95,0.47,0.54,0.86,0.48,0.5,0.7,0.33,0.64,0.47,0.46,0.75,0.58
fceugc.csv,0.36,0.29,0.67,0.67,0.55,0.18,0.26,0.08,0.24,0.14,1.0,0.47,0.18,0.11,0.03,0.12,0.38,0.25,0.43
gnukeda.csv,0.79,0.54,1.0,0.84,0.6,0.97,0.66,0.59,0.54,1.0,0.62,0.73,0.78,0.56,0.67,0.46,0.77,0.75,0.82
jaolt.csv,0.64,0.61,1.0,0.69,0.68,0.51,0.58,0.84,0.89,0.43,0.48,0.3,1.0,0.44,0.64,0.68,0.69,0.75,0.62
knowledge.csv,0.64,0.88,0.67,0.97,1.0,0.72,0.85,0.98,0.97,0.86,0.52,0.33,0.75,1.0,1.0,1.0,0.77,0.75,0.84
kowari.csv,0.21,0.12,0.33,0.16,0.35,0.13,0.52,0.03,0.11,0.86,0.24,0.1,0.11,0.0,0.0,0.29,0.08,0.25,0.14
lufa-lib.csv,0.07,0.15,1.0,0.52,0.48,0.36,0.63,0.43,0.22,0.14,0.48,0.33,0.3,0.67,0.17,0.98,0.23,0.75,0.33
maidsafe-dht.csv,1.0,0.02,0.67,0.16,0.23,0.28,0.16,0.06,0.24,0.14,0.14,0.33,0.14,0.0,0.06,0.14,0.31,0.0,0.23
pixel-commandos.csv,0.0,0.0,0.0,0.07,0.05,0.03,0.0,0.01,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.08,1.0,0.13
playerstage.csv,0.36,0.56,1.0,0.97,0.58,0.23,0.51,0.41,0.24,0.43,0.19,0.1,0.29,0.56,0.17,0.46,0.15,0.75,0.51
proftp.csv,0.43,0.1,0.33,0.38,0.21,0.38,0.22,0.15,0.24,0.86,0.57,0.97,0.33,0.0,0.19,0.2,0.46,0.25,0.31
tcvp.csv,0.14,0.22,0.33,0.07,0.05,0.18,0.24,0.12,0.41,0.29,0.29,0.17,0.15,1.0,0.11,0.1,0.35,0.0,0.1
theresa.csv,0.0,0.0,1.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.04
uwom.csv,0.57,0.68,0.0,0.16,0.16,0.54,0.05,0.0,0.05,0.43,0.29,0.63,0.27,0.33,0.14,0.97,0.0,0.75,0.98
xapian.csv,0.93,0.61,1.0,0.64,0.56,0.62,0.59,0.49,0.27,0.71,0.43,0.53,0.47,0.67,0.39,0.44,0.96,0.75,0.67
yaprm.csv,0.43,0.49,1.0,0.26,0.26,0.36,0.43,0.26,1.0,0.43,0.33,0.37,0.25,0.11,0.19,0.24,0.46,0.75,0.38
