,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.22,1.0,0.07,0.5,0.98,0.7,0.66,0.72,0.48,0.07,0.39,0.58,0.76,0.1,0.69,0.46,0.27,0.06,0.27
boost-sandbox.csv,0.2,0.82,0.1,0.51,0.97,0.76,0.67,1.0,0.47,0.06,0.3,0.38,0.72,0.14,0.67,0.33,0.31,0.04,0.27
dspace-gsoc.csv,0.15,0.71,0.0,0.39,1.0,0.64,0.66,0.76,0.33,0.13,0.29,0.48,0.7,0.09,1.0,0.42,0.18,0.07,0.16
enlightenment.csv,0.19,0.77,0.12,0.52,0.98,0.65,0.99,0.72,0.5,0.09,0.4,0.44,0.7,0.09,0.7,0.38,0.41,0.07,0.3
fceugc.csv,0.26,0.8,0.12,0.57,0.94,0.64,0.63,0.69,0.45,0.05,1.0,0.58,0.87,0.11,0.2,0.23,0.22,0.12,0.39
gnukeda.csv,0.2,0.76,0.09,0.52,0.95,1.0,0.71,0.74,0.44,0.1,0.35,0.56,0.75,0.1,0.75,0.48,0.3,0.06,0.3
jaolt.csv,0.19,0.69,0.09,0.47,0.98,0.74,0.66,0.75,0.5,0.05,0.28,0.39,0.99,0.11,0.59,0.38,0.32,0.04,0.29
knowledge.csv,0.14,0.72,0.04,0.42,1.0,0.58,0.6,0.73,0.5,0.13,0.3,0.38,0.74,0.11,0.65,0.43,0.21,0.03,0.22
kowari.csv,0.33,1.0,0.07,0.69,0.96,0.5,0.6,0.75,0.36,1.0,0.62,0.75,0.89,0.0,0.0,0.82,0.4,0.05,0.62
lufa-lib.csv,0.05,0.5,0.08,0.71,0.94,0.54,0.62,0.75,0.53,0.06,0.31,0.43,0.67,0.14,0.67,0.98,0.18,0.06,0.3
maidsafe-dht.csv,1.0,0.25,0.33,0.75,1.0,0.73,0.68,0.88,0.6,0.17,0.23,0.59,0.67,0.0,1.0,0.53,0.53,0.0,0.47
pixel-commandos.csv,0.0,0.0,0.0,0.8,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.92
playerstage.csv,0.22,0.49,0.1,1.0,0.97,0.82,0.64,0.83,0.41,0.25,0.4,0.33,0.84,0.11,0.6,0.5,0.5,0.1,0.36
proftp.csv,0.55,0.67,0.08,0.51,0.93,0.79,0.7,0.76,0.53,0.12,0.43,0.97,0.71,0.0,0.88,0.45,0.39,0.05,0.37
tcvp.csv,0.13,0.82,0.1,0.15,0.75,0.44,0.54,0.87,0.62,0.06,0.38,0.36,0.73,1.0,0.44,0.57,0.16,0.0,0.11
theresa.csv,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
uwom.csv,0.3,0.51,0.0,0.53,0.83,0.6,0.57,0.0,0.5,0.1,0.33,0.51,0.8,0.23,0.56,0.44,0.0,0.14,0.99
xapian.csv,0.26,0.57,0.16,0.63,0.97,0.71,0.58,0.79,0.5,0.14,0.36,0.48,0.79,0.1,0.67,0.51,1.0,0.08,0.38
yaprm.csv,0.25,0.53,0.18,0.43,0.89,0.41,0.57,0.7,1.0,0.15,0.3,0.5,0.75,0.07,0.54,0.29,0.23,0.12,0.19
