,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.63,0.98,0.56,0.69,0.81,0.67,0.66,0.51,0.52,0.48,0.65,0.77,0.62,0.54,0.62,0.62,0.64,0.74,0.66
boost-sandbox.csv,0.57,0.39,0.82,0.68,0.64,0.38,0.5,1.0,0.39,0.13,0.36,0.36,0.43,0.66,0.47,0.39,0.63,0.37,0.63
dspace-gsoc.csv,0.32,0.45,0.0,0.28,0.39,0.27,0.45,0.5,0.17,0.68,0.33,0.37,0.53,0.44,0.95,0.05,0.14,0.53,0.27
enlightenment.csv,0.45,0.46,0.68,0.67,0.66,0.32,0.96,0.47,0.52,0.57,0.51,0.5,0.51,0.36,0.6,0.46,0.5,0.71,0.59
fceugc.csv,0.4,0.34,0.68,0.67,0.56,0.21,0.3,0.1,0.28,0.17,1.0,0.51,0.21,0.13,0.04,0.14,0.41,0.29,0.47
gnukeda.csv,0.57,0.57,0.77,0.72,0.6,0.98,0.65,0.55,0.48,0.57,0.57,0.68,0.62,0.52,0.65,0.49,0.69,0.67,0.7
jaolt.csv,0.56,0.61,0.74,0.63,0.7,0.55,0.58,0.52,0.41,0.37,0.46,0.33,0.99,0.46,0.4,0.43,0.66,0.54,0.61
knowledge.csv,0.27,0.77,0.22,0.24,1.0,0.61,0.52,0.0,0.21,0.75,0.49,0.36,0.6,0.0,0.0,0.0,0.42,0.28,0.47
kowari.csv,0.25,0.15,0.37,0.19,0.39,0.16,0.52,0.04,0.13,0.88,0.28,0.12,0.13,0.0,0.0,0.34,0.1,0.29,0.17
lufa-lib.csv,0.09,0.18,0.66,0.56,0.5,0.39,0.58,0.45,0.26,0.17,0.48,0.37,0.33,0.62,0.2,0.98,0.27,0.66,0.37
maidsafe-dht.csv,1.0,0.02,0.71,0.19,0.27,0.32,0.19,0.07,0.28,0.17,0.17,0.37,0.17,0.0,0.07,0.17,0.36,0.0,0.27
pixel-commandos.csv,0.0,0.0,0.0,0.09,0.06,0.04,0.0,0.01,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.16
playerstage.csv,0.4,0.38,0.8,0.98,0.61,0.27,0.53,0.45,0.27,0.48,0.23,0.12,0.33,0.54,0.2,0.49,0.18,0.74,0.54
proftp.csv,0.48,0.12,0.37,0.42,0.25,0.43,0.26,0.18,0.28,0.72,0.58,0.97,0.37,0.0,0.23,0.24,0.5,0.29,0.36
tcvp.csv,0.17,0.26,0.37,0.09,0.06,0.21,0.28,0.15,0.45,0.32,0.33,0.2,0.18,1.0,0.13,0.12,0.37,0.0,0.12
theresa.csv,0.0,0.0,1.0,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.05
uwom.csv,0.59,0.25,0.0,0.19,0.19,0.54,0.06,0.0,0.06,0.46,0.33,0.6,0.31,0.38,0.17,0.33,0.0,0.76,0.98
xapian.csv,0.72,0.53,0.91,0.66,0.6,0.63,0.54,0.51,0.31,0.69,0.46,0.53,0.5,0.51,0.42,0.47,0.97,0.71,0.68
yaprm.csv,0.47,0.46,0.93,0.3,0.29,0.36,0.45,0.3,1.0,0.47,0.36,0.41,0.29,0.13,0.22,0.27,0.48,0.75,0.4
