,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.64,0.12,0.79,0.52,0.71,0.47,0.63,0.48,0.64,0.49,1.0,0.35
gamestone.csv,0.12,1.0,0.12,0.48,0.21,0.04,0.0,0.28,0.13,0.15,0.08,0.1
gbif-providertoolkit.csv,0.68,0.12,0.34,0.48,0.71,0.98,0.82,0.68,0.84,0.63,0.46,0.65
heekscad.csv,0.74,0.38,0.57,0.45,0.79,0.57,0.79,0.56,0.68,0.46,0.85,0.77
igarden.csv,0.87,0.62,0.82,0.68,0.93,0.88,0.95,0.84,0.97,0.8,1.0,0.85
levent.csv,0.68,0.12,0.0,0.0,0.79,0.65,0.55,0.0,0.0,0.0,0.0,0.0
lportal.csv,0.23,0.0,0.25,0.0,0.07,0.1,0.0,0.4,0.68,0.02,0.0,0.08
openmsx.csv,0.91,1.0,0.36,0.94,0.79,0.49,0.13,0.44,0.0,0.62,0.46,0.25
owlapi.csv,0.73,0.0,0.59,0.19,0.79,0.69,0.92,0.76,0.57,0.75,1.0,0.79
pnotepad.csv,0.65,0.88,0.89,1.0,0.86,0.69,0.66,0.72,1.0,0.58,1.0,0.9
quark.csv,0.58,0.25,0.52,0.06,0.36,0.1,0.13,0.6,0.47,0.2,0.85,0.35
xcsoar.csv,0.69,0.38,0.7,0.68,0.71,0.69,0.61,0.6,0.78,0.52,1.0,0.27
