,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.34,0.3,0.27,0.24,0.27,0.19,0.22,0.19,0.21,0.27,0.34,0.28
gamestone.csv,0.31,0.17,0.31,0.22,0.23,0.46,0.37,0.29,0.27,0.24,0.22,0.31
gbif-providertoolkit.csv,0.44,0.43,0.27,0.29,0.2,0.42,0.38,0.22,0.22,0.38,0.25,0.38
heekscad.csv,0.21,0.15,0.15,0.17,0.21,0.17,0.26,0.18,0.19,0.19,0.23,0.29
igarden.csv,0.34,0.38,0.31,0.21,0.31,0.39,0.32,0.38,0.3,0.38,0.29,0.36
levent.csv,0.32,0.42,0.39,0.31,0.23,0.26,0.24,0.47,0.38,0.4,0.34,0.4
lportal.csv,0.16,0.45,0.17,0.31,0.35,0.25,0.38,0.22,0.15,0.39,0.31,0.34
openmsx.csv,0.43,0.35,0.28,0.3,0.31,0.33,0.25,0.37,0.38,0.31,0.22,0.24
owlapi.csv,0.44,0.42,0.31,0.19,0.3,0.25,0.38,0.22,0.18,0.38,0.31,0.36
pnotepad.csv,0.19,0.3,0.29,0.3,0.31,0.25,0.22,0.41,0.38,0.28,0.34,0.31
quark.csv,0.21,0.23,0.18,0.25,0.22,0.32,0.33,0.21,0.16,0.14,0.2,0.24
xcsoar.csv,0.22,0.12,0.17,0.21,0.17,0.36,0.21,0.22,0.26,0.23,0.34,0.14
