,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.64,0.08,0.56,0.33,0.2,0.79,0.51,0.23,0.06,0.37,0.2,0.85
gamestone.csv,0.9,0.38,0.39,0.33,0.18,0.22,0.0,0.11,0.02,0.53,0.07,0.71
gbif-providertoolkit.csv,0.57,0.02,0.46,0.33,0.37,0.73,0.34,0.26,0.07,0.4,0.22,0.78
heekscad.csv,0.81,0.21,0.73,0.44,0.23,0.74,0.37,0.22,0.06,0.51,0.3,0.86
igarden.csv,0.72,0.13,0.52,0.43,0.2,0.73,0.36,0.17,0.05,0.39,0.25,0.84
levent.csv,0.7,0.33,0.0,0.0,0.21,0.8,0.48,0.0,0.0,0.0,0.0,0.0
lportal.csv,0.72,0.0,0.58,0.0,1.0,0.83,0.0,0.23,0.15,0.5,0.0,1.0
openmsx.csv,0.61,0.16,0.38,0.31,0.22,0.71,0.15,0.22,0.0,0.52,0.33,0.67
owlapi.csv,0.58,0.0,0.46,0.27,0.18,0.74,0.34,0.33,0.07,0.39,0.28,0.88
pnotepad.csv,0.83,0.21,0.49,0.31,0.16,0.76,0.4,0.14,0.04,0.35,0.2,1.0
quark.csv,0.79,0.25,0.71,0.2,0.36,1.0,0.45,0.33,0.08,0.54,0.52,0.81
xcsoar.csv,0.79,0.27,0.67,0.38,0.24,0.72,0.43,0.23,0.06,0.38,0.2,1.0
