,atlc.csv,theresa.csv,pfaedit.csv,jmol.csv,snakeyaml.csv,adobe-source.csv,wxcode.csv,ipfilter.csv,trinitycore.csv,rockbox.csv
adobe-source.csv,0.0,0.37,0.48,0.25,0.44,0.67,0.85,0.61,0.4,0.37
atlc.csv,0.83,0.52,0.41,0.48,0.37,0.57,0.71,0.66,0.58,0.55
ipfilter.csv,0.13,0.38,0.13,0.45,0.35,0.41,0.54,0.95,0.32,0.56
jmol.csv,0.78,0.17,0.13,0.71,0.0,0.55,0.74,0.21,0.52,0.71
pfaedit.csv,0.0,0.68,0.77,0.51,0.51,0.44,0.61,0.11,0.57,0.37
rockbox.csv,0.02,0.88,0.71,0.53,0.58,0.49,0.64,0.53,0.67,0.74
snakeyaml.csv,0.71,0.95,0.55,0.44,0.66,0.44,0.6,0.41,0.48,0.19
theresa.csv,0.24,0.93,0.72,0.54,0.74,0.41,0.61,0.49,0.46,0.37
trinitycore.csv,0.12,0.83,0.57,0.31,0.09,0.2,0.59,0.4,0.65,0.25
wxcode.csv,0.12,0.7,0.48,0.34,0.26,0.6,0.96,0.42,0.41,0.19
