,id,max_bell,avge,median,bellwether
0,1,5,3.75,0.6950000000000001,benojt.csv
1,10,0,0.0,0.375,columba.csv
2,13,8,4.6,0.765,biopax.csv
3,27,2,1.0,0.55,fleet-simulator.csv
4,34,4,2.88,0.54,libtorrent.csv
5,52,10,6.56,0.685,fontforge.csv
