,id,max_bell,avge,median,bellwether
0,1,2,1.5,0.6,synecdoche.csv
1,10,1,1.0,0.605,gpsmid.csv
2,13,4,1.1,0.645,psycle.csv
3,27,6,2.67,0.705,kdenlive.csv
4,34,7,4.41,0.65,selenium.csv
5,52,5,3.17,0.61,owlib.csv
