,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.99,0.2,0.91,1.03,0.91,0.72,1.0,0.95,0.97,0.96,0.83,1.0,0.8,1.05,1.0,0.7,0.97
baadengine.csv,0.05,0.89,1.03,0.66,0.74,0.63,0.9,0.72,0.86,0.83,0.62,0.98,0.79,0.38,1.0,0.53,0.58
bibedt.csv,0.79,0.86,1.05,0.48,0.55,0.72,0.67,0.64,0.56,0.87,0.68,1.12,0.2,0.65,0.53,0.77,0.42
exl.csv,0.82,0.78,1.19,0.72,0.49,0.75,0.64,0.75,0.83,0.6,0.64,0.92,0.65,0.51,0.45,0.54,0.0
gdis.csv,0.47,0.96,0.86,0.51,0.71,0.69,0.62,0.82,0.66,0.74,0.66,0.79,0.79,0.56,0.02,0.57,0.65
gogoego.csv,0.63,1.02,0.94,1.01,0.71,0.77,1.0,0.1,0.78,0.77,0.82,1.01,0.81,0.88,0.87,0.85,0.83
httpcontentparser.csv,0.68,1.0,0.96,1.0,0.98,0.83,0.93,0.96,0.92,1.0,0.25,1.0,0.96,1.07,1.03,0.81,0.89
jaxlib.csv,0.91,1.0,1.02,1.0,0.83,0.93,0.83,0.86,1.0,0.83,0.62,0.0,1.0,1.0,0.79,0.9,0.45
jgameai.csv,0.81,0.62,0.79,1.12,0.77,0.04,0.9,0.77,0.84,0.79,0.84,0.5,0.95,1.0,0.77,0.84,0.98
jhotdraw.csv,0.71,1.01,0.97,1.01,0.86,0.95,1.0,0.79,0.02,1.0,0.94,1.01,0.87,0.98,0.86,0.88,1.05
loki-lib.csv,0.56,1.05,0.96,0.33,0.48,0.81,0.75,0.65,0.73,0.54,0.7,0.6,0.72,0.38,0.74,0.1,0.98
patterntesting.csv,0.56,1.03,1.11,0.41,0.56,0.69,0.47,0.65,0.59,0.07,0.43,0.74,0.44,0.67,0.53,0.56,0.4
pokeglobal.csv,0.69,1.04,0.63,0.62,0.02,0.68,0.63,0.6,0.7,0.52,0.71,0.92,0.86,0.58,0.42,0.71,0.64
werx.csv,0.99,0.98,0.0,0.97,1.0,1.0,1.0,1.0,0.99,0.98,1.0,0.98,1.0,1.0,1.0,1.0,1.0
xbg.csv,0.88,1.0,0.94,1.0,0.76,1.0,1.0,0.94,0.91,0.9,0.96,1.01,0.8,0.12,0.82,0.92,0.98
zealos.csv,0.83,1.03,0.79,0.34,0.72,0.75,0.03,0.74,0.8,0.7,0.65,0.73,0.81,0.71,0.66,0.66,0.66
